,Time,Volume
223,6.841399431228638,1.01
224,6.841399431228638,1.2
225,6.9737868309021,0.93
226,6.9737868309021,0.98
227,6.9737868309021,0.99
228,6.9737868309021,1.01
229,6.974799156188965,1.03
230,7.091066598892212,1.03
231,7.091066598892212,1.06
232,7.091066598892212,1.09
233,7.092057704925537,1.04
234,7.092057704925537,1.01
235,7.207775115966797,1.08
236,7.208778619766235,1.27
237,7.208778619766235,1.26
238,7.208778619766235,1.12
239,7.208778619766235,0.67
240,7.208778619766235,0.74
241,7.342170238494873,0.66
242,7.342170238494873,0.76
243,7.342170238494873,0.77
244,7.342170238494873,0.85
245,7.342170238494873,0.66
246,7.459386825561523,0.77
247,7.459386825561523,0.71
248,7.459386825561523,0.84
249,7.460389614105225,0.75
250,7.460389614105225,0.66
251,7.5758421421051025,0.85
252,7.5758421421051025,0.87
253,7.5758421421051025,1.14
254,7.5758421421051025,1.04
255,7.5758421421051025,1.25
256,7.576852083206177,1.22
257,7.709700345993042,1.15
258,7.709700345993042,1.05
259,7.709700345993042,1.12
260,7.709700345993042,0.88
261,7.710703134536743,1.28
262,7.827749013900757,1.1
263,7.827749013900757,1.14
264,7.827749013900757,1.25
265,7.827749013900757,1.15
266,7.827749013900757,1.08
267,7.945505619049072,1.57
268,7.945505619049072,1.21
269,7.945505619049072,1.08
270,7.945505619049072,1.29
271,7.945505619049072,1.06
272,7.94650936126709,1.1
273,8.07940149307251,1.03
274,8.07940149307251,1.12
275,8.07940149307251,1.25
276,8.080405950546265,1.36
277,8.080405950546265,0.91
278,8.196524858474731,0.89
279,8.196524858474731,1.22
280,8.196524858474731,1.08
281,8.196524858474731,1.01
282,8.196524858474731,1.04
283,8.313477516174316,0.94
284,8.313477516174316,0.89
285,8.313477516174316,1.09
286,8.313477516174316,1.16
287,8.313477516174316,1.04
288,8.313477516174316,1.05
289,8.447096347808838,0.99
290,8.447096347808838,1.02
291,8.447096347808838,1.13
292,8.447096347808838,1.07
293,8.447096347808838,1.23
294,8.56332540512085,0.94
295,8.56332540512085,0.83
296,8.56332540512085,0.99
297,8.564264297485352,0.91
298,8.564264297485352,0.98
299,8.68132209777832,1.01
300,8.68132209777832,0.96
301,8.68132209777832,0.95
302,8.68132209777832,1.13
303,8.68132209777832,1.02
304,8.682220220565796,1.12
305,8.814603328704834,0.88
306,8.814603328704834,0.9
307,8.814603328704834,1.02
308,8.814603328704834,0.97
309,8.814603328704834,1.05
310,8.932131052017212,1.17
311,8.932131052017212,1.04
312,8.932131052017212,1.39
313,8.932131052017212,0.96
314,8.932131052017212,1.25
315,9.049485921859741,0.87
316,9.049485921859741,1.11
317,9.049485921859741,1.13
318,9.049485921859741,1.25
319,9.050488471984863,1.06
320,9.050488471984863,0.85
321,9.183165311813354,0.84
322,9.183165311813354,0.99
323,9.183165311813354,1.03
324,9.183165311813354,1.22
325,9.183165311813354,1.43
326,9.29940128326416,1.31
327,9.29940128326416,1.35
328,9.30040454864502,1.23
329,9.30040454864502,1.33
330,9.30040454864502,1.26
331,9.41661787033081,1.19
332,9.41661787033081,1.31
333,9.41661787033081,1.04
334,9.41661787033081,1.19
335,9.41661787033081,1.25
336,9.417627573013306,1.27
337,9.55057406425476,0.95
338,9.55057406425476,0.84
339,9.551523923873901,0.88
340,9.551523923873901,1.04
341,9.551523923873901,1.04
342,9.666982889175415,1.03
343,9.666982889175415,1.21
344,9.666982889175415,1.09
345,9.668033123016357,1.15
346,9.668033123016357,1.19
347,9.78564715385437,1.07
348,9.78564715385437,1.04
349,9.78564715385437,1.13
350,9.78564715385437,1.24
351,9.78564715385437,1.33
352,9.786657333374023,1.26
353,9.919399499893188,1.05
354,9.919399499893188,1.16
355,9.919399499893188,0.97
356,9.92037296295166,1.19
357,9.92037296295166,1.0
358,10.03705382347107,0.96
359,10.03705382347107,0.87
360,10.03762936592102,1.11
361,10.03762936592102,1.26
362,10.03762936592102,1.18
363,10.153765678405762,1.24
364,10.153765678405762,1.02
365,10.153765678405762,1.06
366,10.153765678405762,1.24
367,10.153765678405762,1.24
368,10.154776096343994,1.3
369,10.287097215652466,1.38
370,10.287097215652466,1.43
371,10.288094282150269,1.1
372,10.288094282150269,1.07
373,10.288094282150269,0.92
374,10.404633283615112,0.92
375,10.404633283615112,1.02
376,10.404633283615112,0.98
377,10.404633283615112,1.12
378,10.404633283615112,1.04
379,10.52056360244751,1.16
380,10.52056360244751,1.02
381,10.521552324295044,1.28
382,10.521552324295044,1.23
383,10.521552324295044,1.28
384,10.521552324295044,1.33
385,10.65535569190979,1.01
386,10.65535569190979,1.05
387,10.65535569190979,1.37
388,10.65535569190979,1.11
389,10.65535569190979,1.23
390,10.772511959075928,1.11
391,10.772511959075928,0.96
392,10.772511959075928,1.08
393,10.772511959075928,1.01
394,10.772511959075928,1.11
395,10.889503717422485,1.16
396,10.889503717422485,0.97
397,10.889503717422485,1.0
398,10.889503717422485,1.05
399,10.890507221221924,1.26
400,10.890507221221924,1.08
401,11.023658752441406,1.1
402,11.023658752441406,1.12
403,11.023658752441406,1.28
404,11.024608373641968,1.01
405,11.024608373641968,1.19
406,11.140442371368408,1.07
407,11.140442371368408,1.08
408,11.140442371368408,1.2
409,11.140442371368408,1.11
410,11.141491413116455,1.12
411,11.258028984069824,1.25
412,11.258028984069824,1.02
413,11.258028984069824,0.9
414,11.258028984069824,0.87
415,11.258028984069824,1.13
416,11.259032249450684,0.78
417,11.391462802886963,0.79
418,11.391462802886963,1.04
419,11.391462802886963,0.99
420,11.391462802886963,1.29
421,11.391462802886963,0.93
422,11.508255958557129,1.1
423,11.508255958557129,1.08
424,11.508255958557129,1.17
425,11.508255958557129,1.27
426,11.508255958557129,1.15
427,11.626180171966553,1.15
428,11.626180171966553,1.26
429,11.626180171966553,1.06
430,11.626180171966553,1.09
431,11.626180171966553,1.14
432,11.627191305160522,0.95
433,11.758089780807495,0.87
434,11.759082555770874,0.69
435,11.759082555770874,1.04
436,11.759082555770874,0.94
437,11.759082555770874,1.05
438,11.876936435699463,0.9
439,11.876936435699463,1.05
440,11.876936435699463,1.26
441,11.876936435699463,1.18
442,11.876936435699463,1.15
443,11.994533777236938,1.33
444,11.994533777236938,1.46
445,11.994533777236938,1.17
446,11.994533777236938,1.24
447,11.994533777236938,1.33
448,11.995544672012329,1.42
449,12.1283597946167,1.2
450,12.1283597946167,0.95
451,12.1283597946167,0.97
452,12.1283597946167,1.39
453,12.1283597946167,0.94
454,12.245880603790283,0.88
455,12.245880603790283,0.95
456,12.245880603790283,1.15
457,12.245880603790283,1.0
458,12.245880603790283,0.85
459,12.361165523529053,1.07
460,12.362066507339478,1.03
461,12.362066507339478,1.12
462,12.362066507339478,1.08
463,12.362066507339478,0.77
464,12.362066507339478,0.83
465,12.495898485183716,0.99
466,12.495898485183716,0.96
467,12.495898485183716,1.12
468,12.496958494186401,1.2
469,12.496958494186401,1.12
470,12.61192011833191,0.98
471,12.612916707992554,1.35
472,12.612916707992554,1.08
473,12.612916707992554,1.08
474,12.612916707992554,1.29
475,12.73017954826355,1.18
476,12.730682849884033,1.08
477,12.730682849884033,1.09
478,12.730682849884033,1.15
479,12.730682849884033,1.12
480,12.730682849884033,1.17
481,12.863252639770508,1.08
482,12.863252639770508,1.33
483,12.863252639770508,1.13
484,12.863252639770508,1.09
485,12.863252639770508,0.88
486,12.981393337249756,0.93
487,12.981393337249756,0.99
488,12.981393337249756,1.21
489,12.981393337249756,0.98
490,12.981393337249756,1.13
491,13.098324060440063,0.78
492,13.098324060440063,0.86
493,13.098324060440063,0.88
494,13.098324060440063,0.98
495,13.098324060440063,0.9
496,13.098324060440063,1.24
497,13.232125997543335,0.87
498,13.232125997543335,0.96
499,13.232125997543335,0.9
500,13.232125997543335,0.74
501,13.232125997543335,0.84
502,13.348790407180786,1.03
503,13.348790407180786,0.81
504,13.348790407180786,1.01
505,13.349378824234009,0.98
506,13.349378824234009,0.96
507,13.465476512908936,0.79
508,13.465476512908936,0.79
509,13.465476512908936,0.73
510,13.465476512908936,0.8
511,13.465476512908936,0.74
512,13.466480493545532,0.85
513,13.599873781204224,0.8
514,13.599873781204224,0.84
515,13.599873781204224,0.77
516,13.60086989402771,0.89
517,13.60086989402771,0.76
518,13.716909885406494,0.74
519,13.716909885406494,1.21
520,13.716909885406494,1.03
521,13.71791410446167,1.15
522,13.71791410446167,0.95
523,13.833833932876587,1.21
524,13.833833932876587,1.18
525,13.83472228050232,0.99
526,13.83472228050232,1.03
527,13.83472228050232,1.02
528,13.83472228050232,0.92
529,13.967519998550415,0.76
530,13.968530654907227,0.85
531,13.968530654907227,1.02
532,13.968530654907227,0.97
533,13.968530654907227,1.31
534,14.086182117462158,1.5
535,14.086182117462158,1.6
536,14.086182117462158,1.03
537,14.086182117462158,0.51
538,14.086772203445435,0.72
539,14.202728033065796,0.62
540,14.202728033065796,1.46
541,14.202728033065796,1.67
542,14.202728033065796,1.13
543,14.202728033065796,0.94
544,14.202728033065796,1.04
545,14.336331844329834,2.28
546,14.336331844329834,0.4
547,14.336331844329834,1.28
548,14.337380170822144,2.47
549,14.337380170822144,2.47
550,14.453909635543823,0.88
551,14.453909635543823,0.47
552,14.453909635543823,0.26
553,14.453909635543823,0.27
554,14.454955101013184,0.19
555,14.569801092147827,0.19
556,14.570804357528687,0.21
557,14.570804357528687,0.14
558,14.570804357528687,0.17
559,14.570804357528687,0.21
560,14.570804357528687,0.21
561,14.70432424545288,0.2
562,14.70432424545288,0.19
563,14.70432424545288,0.21
564,14.70432424545288,0.24
565,14.70432424545288,0.2
566,14.822252988815308,0.25
567,14.822252988815308,0.28
568,14.822252988815308,0.33
569,14.822252988815308,0.47
570,14.822252988815308,0.33
571,14.938410997390747,0.34
572,14.938410997390747,0.25
573,14.938410997390747,0.37
574,14.938410997390747,0.49
575,14.939468145370483,0.43
576,14.939468145370483,0.42
577,15.072861671447754,0.48
578,15.072861671447754,0.58
579,15.072861671447754,0.55
580,15.072861671447754,0.64
581,15.072861671447754,1.5
582,15.189806699752808,1.62
583,15.189806699752808,0.82
584,15.189806699752808,0.63
585,15.190809726715088,0.79
586,15.190809726715088,0.69
587,15.306205987930298,0.8
588,15.306205987930298,0.7
589,15.306205987930298,0.82
590,15.306205987930298,0.97
591,15.306205987930298,1.01
592,15.306205987930298,0.88
593,15.440940618515015,0.74
594,15.440940618515015,0.92
595,15.441815853118896,1.44
596,15.441815853118896,1.21
597,15.441815853118896,0.84
598,15.557894945144653,0.89
599,15.557894945144653,0.95
600,15.557894945144653,0.84
601,15.557894945144653,1.15
602,15.557894945144653,1.6
603,15.674964427947998,0.94
604,15.674964427947998,1.08
605,15.674964427947998,0.86
606,15.675996541976929,0.83
607,15.675996541976929,0.87
608,15.676424026489258,0.83
609,15.80827522277832,0.86
610,15.80827522277832,0.99
611,15.80827522277832,1.33
612,15.80827522277832,1.51
613,15.80827522277832,1.2
614,15.926475763320923,1.2
615,15.926475763320923,1.6
616,15.926475763320923,1.04
617,15.926475763320923,1.86
618,15.927276611328125,0.49
619,16.04288339614868,0.46
620,16.04288339614868,0.42
621,16.043885946273804,0.77
622,16.04428505897522,0.61
623,16.04428505897522,0.99
624,16.04428505897522,1.27
625,16.177697896957397,0.69
626,16.177697896957397,0.63
627,16.177697896957397,0.34
628,16.177697896957397,0.59
629,16.177697896957397,0.93
630,16.295221090316772,0.95
631,16.295221090316772,2.25
632,16.295221090316772,1.25
633,16.295221090316772,1.89
634,16.295221090316772,1.15
635,16.410839796066284,1.05
636,16.410839796066284,0.51
637,16.410839796066284,0.52
638,16.410839796066284,0.54
639,16.410839796066284,0.61
640,16.410839796066284,0.71
641,16.54536509513855,0.8
642,16.54536509513855,0.57
643,16.54536509513855,0.37
644,16.54536509513855,0.44
645,16.546375513076782,0.52
646,16.661707401275635,0.61
647,16.661707401275635,1.09
648,16.661707401275635,0.85
649,16.661707401275635,0.58
650,16.661707401275635,0.29
651,16.779820442199707,0.49
652,16.779820442199707,0.97
653,16.779820442199707,1.34
654,16.780822277069092,1.42
655,16.780822277069092,2.25
656,16.780822277069092,2.42
657,16.912811040878296,2.19
658,16.912811040878296,2.43
659,16.912811040878296,2.25
660,16.912811040878296,1.89
661,16.91387939453125,1.44
662,17.0307035446167,0.95
663,17.0307035446167,1.73
664,17.03141713142395,1.42
665,17.03141713142395,1.72
666,17.03141713142395,1.97
667,17.14707112312317,1.4
668,17.14707112312317,0.39
669,17.14707112312317,1.05
670,17.14707112312317,1.59
671,17.14707112312317,0.91
672,17.14811635017395,1.25
673,17.280672550201416,1.9
674,17.28167724609375,2.26
675,17.28167724609375,0.74
676,17.28167724609375,1.69
677,17.28167724609375,1.56
678,17.39824414253235,0.5
679,17.39824414253235,0.95
680,17.39824414253235,0.87
681,17.39824414253235,0.8
682,17.39824414253235,0.91
683,17.51412558555603,0.97
684,17.51412558555603,0.57
685,17.51412558555603,0.84
686,17.51513433456421,0.46
687,17.51513433456421,0.42
688,17.51513433456421,0.6
689,17.64901638031006,0.35
690,17.649458169937134,0.27
691,17.649458169937134,0.41
692,17.649458169937134,0.58
693,17.649458169937134,1.52
694,17.76695704460144,1.11
695,17.76695704460144,0.56
696,17.76695704460144,0.64
697,17.76695704460144,0.47
698,17.76695704460144,0.69
699,17.883018016815186,0.51
700,17.883018016815186,1.45
701,17.883018016815186,0.83
702,17.883018016815186,0.93
703,17.883018016815186,0.89
704,17.8840274810791,1.08
705,18.01793646812439,0.96
706,18.01793646812439,0.86
707,18.01793646812439,2.01
708,18.018612384796143,1.0
709,18.018612384796143,1.3
710,18.135277032852173,0.7
711,18.135277032852173,1.37
712,18.135277032852173,1.4
713,18.135277032852173,2.42
714,18.135277032852173,1.74
715,18.251652717590332,1.46
716,18.251652717590332,0.98
717,18.251652717590332,1.08
718,18.251652717590332,0.72
719,18.251652717590332,0.7
720,18.252662420272827,0.26
721,18.385300874710083,0.51
722,18.38645029067993,0.48
723,18.38645029067993,0.77
724,18.38645029067993,0.61
725,18.38645029067993,0.45
726,18.502584218978882,1.04
727,18.502584218978882,0.29
728,18.502584218978882,0.36
729,18.502584218978882,0.68
730,18.502584218978882,0.28
731,18.620219707489014,1.32
732,18.620219707489014,0.74
733,18.620219707489014,0.73
734,18.620219707489014,0.71
735,18.620219707489014,0.22
736,18.621264219284058,0.48
737,18.753226041793823,0.63
738,18.753226041793823,0.71
739,18.753226041793823,0.54
740,18.753226041793823,0.39
741,18.753226041793823,0.45
742,18.871150016784668,1.18
743,18.871150016784668,0.67
744,18.871150016784668,0.77
745,18.871150016784668,0.91
746,18.871661901474,0.75
747,18.988091945648193,1.21
748,18.988091945648193,0.66
749,18.988091945648193,0.51
750,18.988091945648193,0.77
751,18.988091945648193,1.32
752,18.98909568786621,1.61
753,19.121771335601807,0.69
754,19.121771335601807,1.16
755,19.121771335601807,1.74
756,19.121771335601807,2.29
757,19.12256360054016,1.01
758,19.23899006843567,0.46
759,19.23899006843567,0.53
760,19.23950958251953,0.91
761,19.23950958251953,0.86
762,19.23950958251953,0.24
763,19.355637550354004,0.18
764,19.35579752922058,0.67
765,19.35579752922058,0.41
766,19.35579752922058,0.48
767,19.35579752922058,0.29
768,19.35579752922058,0.84
769,19.489961624145508,0.42
770,19.489961624145508,0.71
771,19.489961624145508,0.66
772,19.490917921066284,0.66
773,19.490917921066284,0.42
774,19.60643744468689,1.05
775,19.60643744468689,0.68
776,19.60643744468689,0.93
777,19.60643744468689,0.63
778,19.60643744468689,0.67
779,19.72426199913025,0.44
780,19.724602222442627,0.95
781,19.724602222442627,1.0
782,19.724602222442627,1.43
783,19.724602222442627,1.21
784,19.724602222442627,0.76
785,19.856412887573242,0.63
786,19.8573260307312,0.86
787,19.8573260307312,1.46
788,19.8573260307312,0.78
789,19.8573260307312,1.58
790,19.97507071495056,0.83
791,19.97507071495056,1.01
792,19.97507071495056,1.07
793,19.97507071495056,1.22
794,19.97507071495056,1.34
795,20.09148669242859,1.48
796,20.09148669242859,1.76
797,20.09148669242859,1.24
798,20.09148669242859,1.05
799,20.09148669242859,0.48
800,20.09249782562256,0.59
801,20.226121187210083,0.72
802,20.226121187210083,0.57
803,20.226121187210083,0.55
804,20.22716784477234,0.58
805,20.22716784477234,1.12
806,20.34343123435974,0.46
807,20.34343123435974,0.91
808,20.34343123435974,0.65
809,20.34343123435974,0.46
810,20.34343123435974,0.83
811,20.46011996269226,0.47
812,20.46011996269226,0.37
813,20.46011996269226,0.42
814,20.46011996269226,0.64
815,20.46011996269226,1.17
816,20.46111822128296,1.36
817,20.593433141708374,1.26
818,20.59443712234497,0.93
819,20.59443712234497,0.99
820,20.59443712234497,0.98
821,20.59443712234497,0.63
822,20.710650205612183,0.92
823,20.710650205612183,1.19
824,20.710650205612183,1.26
825,20.710650205612183,0.69
826,20.711652994155884,0.82
827,20.82803773880005,1.31
828,20.82803773880005,2.0
829,20.82803773880005,0.69
830,20.82903552055359,0.59
831,20.82903552055359,0.83
832,20.82903552055359,0.28
833,20.96265935897827,0.55
834,20.96265935897827,0.46
835,20.96265935897827,0.23
836,20.96265935897827,0.25
837,20.96265935897827,0.69
838,21.079002618789673,0.83
839,21.079002618789673,0.87
840,21.08001136779785,0.94
841,21.08001136779785,1.15
842,21.08001136779785,1.29
843,21.196480751037598,0.83
844,21.196480751037598,0.26
845,21.196480751037598,0.43
846,21.19723677635193,0.51
847,21.19723677635193,0.58
848,21.19723677635193,0.63
849,21.330915927886963,0.41
850,21.330915927886963,0.62
851,21.330915927886963,0.37
852,21.330915927886963,0.64
853,21.330915927886963,0.63
854,21.44728684425354,0.56
855,21.44728684425354,0.22
856,21.44728684425354,0.38
857,21.44728684425354,0.36
858,21.448289394378662,0.6
859,21.56477665901184,0.47
860,21.56477665901184,0.49
861,21.56477665901184,0.35
862,21.56477665901184,0.46
863,21.56477665901184,0.75
864,21.565786838531494,0.74
865,21.69784379005432,0.51
866,21.69784379005432,0.6
867,21.69784379005432,0.42
868,21.69784379005432,0.5
869,21.698790550231934,0.85
870,21.81602644920349,1.0
871,21.81602644920349,0.73
872,21.81602644920349,0.71
873,21.81602644920349,1.04
874,21.81602644920349,0.9
875,21.932233810424805,0.54
876,21.932233810424805,0.75
877,21.932882070541382,0.64
878,21.932882070541382,0.99
879,21.932882070541382,1.42
880,21.932882070541382,1.09
881,22.067008018493652,0.85
882,22.067008018493652,0.82
883,22.067008018493652,1.37
884,22.067008018493652,1.25
885,22.067008018493652,0.88
886,22.184131622314453,0.86
887,22.184131622314453,0.79
888,22.184131622314453,0.53
889,22.184131622314453,1.57
890,22.184131622314453,1.01
891,22.30105972290039,0.63
892,22.30105972290039,0.66
893,22.30105972290039,0.74
894,22.30195951461792,0.62
895,22.30195951461792,0.75
896,22.30195951461792,0.62
897,22.434709787368774,0.66
898,22.434709787368774,0.63
899,22.434709787368774,1.22
900,22.434709787368774,0.65
901,22.434709787368774,0.93
902,22.551546573638916,1.35
903,22.551546573638916,1.59
904,22.551546573638916,0.89
905,22.551546573638916,0.65
906,22.551546573638916,0.22
907,22.66933560371399,1.46
908,22.66933560371399,1.74
909,22.66933560371399,0.69
910,22.6698317527771,0.51
911,22.6698317527771,0.43
912,22.6698317527771,0.25
913,22.802406072616577,0.22
914,22.802661895751953,0.21
915,22.802661895751953,0.18
916,22.802661895751953,0.24
917,22.802661895751953,0.34
918,22.920686960220337,0.35
919,22.920686960220337,0.25
920,22.920686960220337,0.21
921,22.920686960220337,0.21
922,22.920686960220337,0.21
923,23.037233352661133,0.21
924,23.037233352661133,0.31
925,23.037233352661133,0.3
926,23.037233352661133,0.33
927,23.037233352661133,0.39
928,23.038244247436523,0.42
929,23.17067837715149,0.46
930,23.17067837715149,0.49
931,23.17067837715149,0.53
932,23.171666622161865,0.4
933,23.171666622161865,0.44
934,23.28775954246521,0.45
935,23.28775954246521,0.48
936,23.288452625274658,0.58
937,23.288452625274658,0.61
938,23.288452625274658,0.69
939,23.40433144569397,0.61
940,23.40433144569397,0.59
941,23.40433144569397,0.61
942,23.40433144569397,1.06
943,23.40433144569397,1.07
944,23.405340671539307,0.67
945,23.538231134414673,0.86
946,23.538231134414673,0.83
947,23.538231134414673,0.96
948,23.539111614227295,0.87
949,23.539111614227295,1.39
950,23.655391931533813,1.07
951,23.655391931533813,0.79
952,23.655391931533813,0.79
953,23.655391931533813,0.95
954,23.655391931533813,1.04
955,23.772844791412354,1.06
956,23.772844791412354,1.05
957,23.772844791412354,1.11
958,23.772844791412354,1.16
959,23.772844791412354,1.11
960,23.77385377883911,1.28
961,23.90779185295105,1.07
962,23.90779185295105,1.26
963,23.90779185295105,1.17
964,23.90779185295105,1.15
965,23.90779185295105,1.05
966,24.02367877960205,1.06
967,24.02367877960205,1.2
968,24.02367877960205,1.26
969,24.02367877960205,1.16
970,24.02367877960205,1.19
971,24.141418933868408,0.93
972,24.141418933868408,1.36
973,24.141418933868408,1.24
974,24.141418933868408,1.29
975,24.141418933868408,1.06
976,24.14240789413452,1.03
977,24.27543616294861,1.01
978,24.27643060684204,1.13
979,24.27643060684204,1.01
980,24.27643060684204,1.21
981,24.27643060684204,1.11
982,24.392318964004517,0.96
983,24.392318964004517,1.06
984,24.392318964004517,1.07
985,24.392318964004517,0.98
986,24.392318964004517,1.16
987,24.508491277694702,1.07
988,24.508491277694702,1.33
989,24.50948739051819,1.25
990,24.50948739051819,1.35
991,24.50948739051819,1.44
992,24.50948739051819,0.93
